Joueur;Poste;Cote;Var cote;Cote prédite;Enchère moy;% achat;% achat tour 1;Q2 Toutes tailles;Q3 Toutes tailles;Q2 à 6 joueurs;Q3 à 6 joueurs;Q2 à 8 joueurs;Q3 à 8 joueurs;Q2 à 10 joueurs;Q3 à 10 joueurs;Note;Note série;Note 1 an;Note M11;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;j19;j18;j17;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Tirs;Tirs cadrés;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;Poss Def;Poss Mil;Centres;Centres ratés;Dégagements;But concédé;Ballon perdu;Passe>Tir;Passe perfo;Dépossédé;Plonge&stop;Nb matchs gagnés;Erreur>But;Diff de buts;Grosse occas manquée;Balle non rattrapée;Bonus moy;Malus moy;Index MPGStats;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Seck Demba;A;3;0;;3;4,76;4,76;3;3;3;3;6;6;6;6;4,71;0;4,58;478,14;7;0;20;0,7;0;0,52;0;0;0;0,71;0;0,4;423;0;713;60,43;0;35,65;;;;1000;0;5;0;0;0;0;0;4;4;5;0;4,5;6;4,5;0;0;4,5;0;0;4,5;4,5;5,5;0;0;4;0;0;4,5;0;4,5;4;4,5;0;4,5;4;5;4,5;0;1,5;;;;;;9;5;7;0,7607;178;1;3;37,29;9;;;5;13;2;2;;5;58;2;2;10;;;;-1;;13;74,74;-80,61;-4,53;4,5;Torino;Udinese;sam. 23/12 15:00;57,14285714;0,5094;0,51369;0,50751
Ceïde Emil;A;4;1;;4;4,76;4,76;4;4;4;4;;;7;7;4,7;4,5;4,56;378,2;5;1;16;0,27;0;0,48;0;0;0;0;0;0,13;97;1;342;19,4;1;21,38;;;;1000;4,5;0;0;0;0;0;4,5;0;0;0;0;0;5;4,5;5;0;4;6;4,5;0;0;0;0;4,5;4,5;0;0;0;0;0;4,5;4;0;0;0;4;4,5;4,5;;;;;;;1;1;3;0,7945;61;;;55,56;1;;;3;1;2;2;;4;17;3;3;2;;-1;;-2;;2;26,56;-11,72;-0,32;0;Sassuolo;Genoa;ven. 22/12 18:30;45,66210046;0,39764;0,40332;0,40058
Paulo Azzi;DL;9;1;;;;;9;9;10;10;9;9;9;9;4,7;0;4,7;397,8;10;0;10;0,71;0;0,71;0;0;0;0,4;0;0,4;462;0;462;46,2;0;46,2;;;;1000;0;0;5;5;0;5;5;0;3;0;0;4;5;4,5;5;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;;;;;;14;6;1;0,6603;337;8;5;45,45;1;;;19;9;24;22;6;8;77;5;5;4;;-3;;-7;1;5;96,75;-129,6;-13,11;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Natan;DC;8;1;;15;23,81;4,76;15;15;15;15;11;11;10;11;4,7;4,5;4,7;510;10;4;10;0,98;0,71;0,98;0;0;0;1;1;1;835;296;835;83,5;74;83,5;;;;1000;5;4,5;3,5;5;0;0;4;4;3,5;6,5;5,5;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;;;;;;4;2;;0,8801;640;7;10;46,48;12;;;22;8;5;3;28;12;74;4;4;;;2;;5;;9;114,3;-144,05;-18,34;0;Napoli;Roma;sam. 23/12 20:45;40,16064257;0,70781;0,6883;0,69322
Bakker Mitchel;DL;11;-2;;;14,29;;14;14;14;14;17;19;13;13;4,69;0;4,69;430,38;8;0;8;0,59;0;0,59;0;0;0;0,25;0;0,25;221;0;221;27,63;0;27,63;;;;1000;0;0;3,5;4;5;0;5;0;5;5;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;1;4;0,7941;166;1;2;57,14;2;;;6;7;8;7;2;5;36;2;2;3;;-2;;;;7;52;-82,44;-7,99;0;Atalanta;Bologna;sam. 23/12 15:00;36,900369;0,56421;0,5749;0,59342
Serdar Suat;MD;7;-1;;;;;9;9;;;;;9;9;4,69;0;4,69;402;8;0;8;0,37;0;0,37;0;0;0;0,25;0;0,25;233;0;233;29,13;0;29,13;;;;1000;0;5;0;0;0;0;4,5;4,5;5;0;5;0;4,5;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;3;2;;0,8381;95;2;4;38,46;3;;;7;5;;;4;6;26;2;2;3;;-4;;-6;;5;37,69;-44,06;-5,24;0;Verona;Cagliari;sam. 23/12 18:00;42,55319149;0,36148;0,36176;0,3563
Hatzidiakos Pantelis;DC;7;2;;7;28,57;19,05;7;7;7;7;7;7;7;7;4,69;0;4,69;495,38;8;0;8;0,75;0;0,75;0;0;0;1;0;1;521;0;521;65,13;0;65,13;;;;1000;0;0;4;5,5;0;6;0;0;4;4;4,5;4,5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;;;;;;4;3;1;0,8269;302;6;5;63,89;3;;;19;15;2;1;13;10;45;1;1;1;;-4;1;-10;1;3;92,8;-130,87;-13,19;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Pezzella Giuseppe;DL;1;-4;;;;;9;9;9;9;12;12;9;9;4,67;0;4,69;309,33;6;0;16;1,33;0;0,81;0;0;0;0,67;0;0,56;330;0;815;55;0;50,94;;;;1000;0;0;0;0;0;0;0;0;0;0;5;5;2;5;5,5;5,5;4,5;5;5;0;0;4;0;0;0;0;5;0;0;4,5;0;0;4,5;0;5;4,5;5;0;;;;;;;1;1;2;0,8088;308;;8;57,5;2;;;15;6;19;12;7;9;44;2;2;2;;-4;;-12;;2;116,5;-161,92;-16,43;0;Empoli;Lazio;ven. 22/12 18:30;24,69135802;0,38651;0,36749;0,35526
Scuffet Simone;G;14;1;;;;;14;14;14;14;16;18;14;14;4,67;4,67;4,67;524,22;9;9;9;1,06;1,06;1,06;0;0;0;1;1;1;810;810;810;90;90;90;;;;1000;4,5;5,5;6;5,5;5;5;4;4;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;10;9;;;;;;16;;;;;7;-1;;-3;;;77,72;-76,67;-32,77;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Di Pardo Alessandro;DL;1;-2;;3;4,76;4,76;3;3;3;3;4;4;6;6;4,67;0;4,67;308,5;6;0;6;0,68;0;0,68;0;0;0;0;0;0;169;0;169;28,17;0;28,17;;;;1000;0;0;0;0;0;0;0;0;0;4,5;5;0;5;3,5;4,5;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;2;1;1;0,6758;106;2;1;30,77;1;;;9;7;8;7;2;3;31;1;1;3;;-4;;-8;;1;52,75;-98,75;-8,4;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Amione Bruno;DC;8;1;;;;;8;8;;;;;8;8;4,67;4,7;4,68;446;9;5;30;0,75;0,97;0,92;0;0;1;0,78;0,8;0,9;579;384;2282;64,33;76,8;76,07;;2282;6;1000;5;5;3;5,5;5;0;0;4;4,5;5;0;0;0;0;0;5;6;4,5;5;4,5;0;4;2;6;5,5;3;4,5;5;3,5;5,5;5;4,5;5;5,5;4;4,5;5;0;;;;;;;5;3;;0,7936;355;9;3;62,3;10;;;16;22;1;1;18;12;66;1;1;1;;-3;;-4;;8;96;-139,67;-16,72;0;Verona;Cagliari;sam. 23/12 18:00;42,55319149;0,36148;0,36176;0,3563
Cacace Liberato;DL;9;-1;;;;;9;9;9;9;9;9;9;9;4,67;5;4,75;413,08;12;1;22;1,07;0;0,87;0;0;0;0,83;1;0,64;915;90;1367;76,25;90;62,14;;;;1000;5;0;5;3;6;5;4;6;5;3;6;0;0;0;4;4;4;5;0;0;0;0;4;0;0;5;0;0;5;5;0;5;6;0;5;0;0;0;4,5;;;;;2;3;2;4;0,7618;699;10;11;49,06;11;;;36;26;15;13;16;13;146;8;8;10;;-4;;-8;;13;134,33;-179,08;-19,87;4;Empoli;Lazio;ven. 22/12 18:30;24,69135802;0,38651;0,36749;0,35526
Caso Giuseppe;A;9;0;;;;;9;9;9;9;9;9;9;9;4,64;0;4,64;426,55;11;0;11;0,32;0;0,32;0;0;0;0,18;0;0,18;326;0;326;29,64;0;29,64;;;;1000;0;5;4,5;5;4,5;4,5;0;0;0;4,5;5;4,5;5;4;0;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;6;6;2;0,8986;162;;3;51,02;4;;;4;6;2;2;;6;45;2;2;8;;-1;;-4;;12;28,38;-17,85;-0,58;0;Frosinone;Juventus;sam. 23/12 12:30;18,69158879;0,35356;0,34762;0,3572
Ekuban Caleb;A;9;2;;;;;9;9;;;;;9;9;4,64;5,25;4,64;381,09;11;2;11;0,6;1,06;0,6;0;0;0;0,18;0;0,18;342;47;342;31,09;23,5;31,09;;;;1000;6;4,5;0;0;5;4;4;4,5;5;0;0;4;0;4,5;4,5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;2;11;4;1;0,6664;145;;2;47,46;5;;;5;3;;;1;4;49;6;6;4;;-4;;-7;1;19;37,23;-23,55;-1,04;0;Genoa;Sassuolo;ven. 22/12 18:30;31,25;0,35721;0,363;0,36619
Ruan Tressoldi;DC;7;-1;;15;4,76;4,76;15;15;11;11;14;14;15;15;4,64;0;4,66;446,64;11;0;32;0,84;0;0,86;0;0;0;0,82;0;0,91;709;0;2380;64,45;0;74,38;;;;1000;0;4,5;5;5;0;0;0;3;5;5;5,5;5;3;5;5;0;3;0;4,5;3;5,5;4,5;5;4;6;4;5;0;5;5;5,5;4,5;5;6;5,5;5;3,5;3,5;1;;;;;1;3;1;;0,8537;374;11;5;50;11;;;25;8;;;33;12;45;2;2;1;;-2;1;-3;1;2;92,11;-135,59;-11,04;0;Sassuolo;Genoa;ven. 22/12 18:30;45,66210046;0,39764;0,40332;0,40058
Isaksen Gustav;MO;8;-1;;;;;11;11;11;11;12;12;11;11;4,64;0;4,64;385,55;11;0;11;0,39;0;0,39;0;0;0;0,18;0;0,18;285;0;285;25,91;0;25,91;;;;1000;0;0;5;4,5;5;4;0;0;5;5;5;4,5;0;4,5;4,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;1;6;3;6;0,7378;166;1;2;55,26;5;;;3;7;12;10;1;4;51;3;3;5;;-1;;-1;;8;33,35;-21,4;-0,85;0;Lazio;Empoli;ven. 22/12 18:30;52,08333333;0,58021;0,57897;0,60061
Milenkovic Nikola;DC;11;2;;11;47,62;28,57;11;11;11;11;11;12;11;11;4,63;4,6;4,97;424,27;15;5;31;1,59;2,61;1,26;0;0;0;0,8;0,6;0,84;1220;385;2520;81,33;77;81,29;;;;1000;5;0;6;6;6;0;4;4;6;6;5;5;4,5;3;4;5;0;5;0;6;5;0;6,5;3,5;5,5;0;5,5;6;6,5;0;0;4,5;5;4,5;5;5,5;5;5,5;6;;;;;;4;4;2;0,7893;839;9;11;67,65;14;;;30;24;;;39;11;110;5;5;1;;4;;8;;4;119,37;-116,8;-9,47;3,5;Fiorentina;Monza;ven. 22/12 20:45;39,5256917;0,57988;0,55619;0,58292
Mancosu Marco;MO;7;3;;7;19,05;19,05;7;7;7;7;7;8;7;7;4,63;0;4,63;483,25;4;0;4;0,48;0;0,48;0;0;0;0,75;0;0,75;154;0;154;38,5;0;38,5;;;;1000;0;5;0;0;0;4,5;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;7;1;1;0,4921;84;;;31,58;2;;;1;5;3;2;;3;27;2;2;3;;3;;3;2;3;54,85;-56,67;-2,4;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Ebosele Festy;DL;9;-1;;;4,76;;9;9;9;9;9;9;9;9;4,63;4,63;4,79;438;16;16;31;0,94;0,94;0,75;0;0;0;0,81;0,81;0,55;1050;1050;1441;65,63;65,63;46,48;;;;1000;4,5;5;5;2,5;5;6;5;4,5;5;3,5;3,5;6;5;5;5;3,5;0;0;0;4,5;6;5;5;4,5;5;5;4;5;5,5;5;0;5;0;5;5;0;0;0;3;;;;;1;6;4;7;0,7582;496;6;14;54,04;17;;;25;18;25;18;15;16;137;11;11;24;;-4;;-13;;38;124,06;-175,34;-16,58;5;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Stewart Trivante;A;3;-3;;;;;4;4;;;;;4;4;4,63;0;4,63;446,75;4;0;4;0,25;0;0,25;0;0;0;0;0;0;96;0;96;24;0;24;;;;1000;0;0;0;0;0;4,5;0;4,5;4,5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;2;2;1;0,775;41;;;33,33;1;;;;1;2;2;;4;11;1;1;;;-3;;-9;;3;16,75;-10,45;-0,4;0;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Obert Adam;DC;7;1;;;;;7;7;8;8;;;7;7;4,61;4,5;4,61;381,44;9;1;9;0,82;0;0,82;0;0;0;0,44;0;0,44;422;45;422;46,89;45;46,89;;;;1000;4,5;0;0;0;0;5;0;5;2,5;5;0;5;5;0;5;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;;;;;1;1;1;;0,7225;300;9;5;50;8;;;16;19;4;1;18;12;55;3;3;2;;-4;;-10;;1;89,02;-135,44;-18,2;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Sánchez Alexis;A;7;-2;;9;19,05;4,76;9;9;12;12;9;9;12;12;4,6;0;5,21;477,8;5;0;28;0,42;0;1,24;0;0;9;0,2;0;0,82;125;0;1962;25;0;70,07;;218;6;1000;0;0;0;0;0;4,5;0;0;4,5;5;4;5;0;0;0;0;4;3,5;4;7;3,5;6;6;5,5;4,5;4;8,5;6,5;5;4;4,5;7;4,5;5,5;7;6,5;5;6;;;;;;;3;1;;0,8886;98;1;1;64;3;;;2;4;4;3;1;;22;2;2;4;;2;;5;;8;36;-23,24;-1,24;0;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Dodô;DL;3;-2;;5;4,76;4,76;5;5;5;5;20;20;13;13;4,6;0;5,13;304,8;5;0;26;0,65;0;0,89;0;0;1;0,8;0;0,81;268;0;1735;53,6;0;66,73;;1735;7,5;1000;0;0;0;0;0;0;0;0;0;0;0;5;5;3,5;4,5;5;5,5;5;0;5;5;5;7,5;4,5;5,5;5;5;6;6;7;6;5,5;5;4,5;5;0;3,5;4;;;;;;1;1;1;;0,6698;216;3;2;52,94;2;;;4;5;8;6;6;7;35;6;6;;;2;;2;;4;75,9;-127;-17,98;4,75;Fiorentina;Monza;ven. 22/12 20:45;39,5256917;0,57988;0,55619;0,58292
Martegani Agustín;MO;7;-1;;;;;9;9;;;;;9;9;4,6;4;4,6;402,3;10;1;10;0,7;0;0,7;0;0;0;0,4;1;0,4;465;67;465;46,5;67;46,5;;;;1000;4;0;0;0;5;0;0;3,5;4,5;3,5;5;5,5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;9;6;4;0,8864;236;3;2;46,15;7;;;11;19;;;2;9;39;5;5;7;;-6;1;-16;;6;72,1;-90,55;-4,63;0;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Gyömbér Norbert;DC;8;-1;;;19,05;;12;12;12;12;14;14;11;11;4,58;3,5;5,05;414,85;13;2;29;0,81;0,71;0,92;0;0;0;1;1;0,9;1080;180;2099;83,08;90;72,38;;;;1000;3;4;0;5;0;0;5;4;5;4;5,5;5,5;3,5;5;5,5;4,5;5;0;4,5;0;0;5;5,5;7,5;5;5,5;6;5;6;6;6,5;0;5,5;0;0;5;4;5;;;;;;;2;1;1;0,8442;624;21;15;57,69;23;;;45;40;;;46;22;89;3;3;1;;-7;1;-17;;15;134,55;-185,54;-18,48;6;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Iling-Junior Samuel;MO;7;1;;;;;7;7;7;7;7;7;7;7;4,58;4,5;4,69;308;6;2;16;0,49;0;0,77;0;0;1;0;0;0,06;131;18;416;21,83;9;26;;416;7;1000;4,5;4,5;0;0;4;0;0;0;0;0;0;4,5;0;0;5,5;4,5;5,5;4,5;0;4;7;0;5;0;0;0;0;0;0;0;0;4,5;0;4;4;0;4,5;0;;;;;1;;2;0;1;0,6027;99;1;4;44,44;3;;;3;3;6;5;1;3;26;1;1;;;2;;3;;5;32,83;-23,35;-0,82;0;Juventus;Frosinone;sam. 23/12 12:30;61,72839506;0,70175;0,69746;0,69717
Walukiewicz Sebastian;DC;5;-3;;;;;9;9;;;;;9;9;4,56;0;4,81;500,25;8;0;16;1,37;0;1,09;0;0;0;0,75;0;0,69;522;0;976;65,25;0;61;;;;1000;0;0;0;0;0;0;3,5;6,5;5,5;3;6;5;3;4;0;0;3,5;0;0;5;5;5,5;5,5;0;6;0;0;5;0;0;0;0;0;0;0;5;0;0;2;;;;;;2;2;1;0,7907;337;7;5;48,39;6;;;9;13;;;30;11;55;1;1;;;-3;;-13;;3;103,28;-148,81;-17,6;3,5;Empoli;Lazio;ven. 22/12 18:30;24,69135802;0,38651;0,36749;0,35526
Doig Josh;DL;7;-1;;8;19,05;14,29;8;8;7;8;8;9;7;7;4,56;0;4,74;344,13;8;0;21;0,78;0;0,83;0;0;0;1;0;0,86;543;0;1401;67,88;0;66,71;;;;1000;0;0;0;0;4;4,5;5;4,5;0;0;0;0;5;3;5;5,5;0;0;0;0;0;4;0;0;0;5;5;4,5;4,5;0;3;4,5;4,5;5,5;0;6,5;5;6;1,5;;;;;1;5;1;2;0,7995;286;1;6;47,62;4;;;6;13;17;15;11;8;59;2;2;3;;-3;;-6;1;11;94,5;-151,5;-13,86;0;Verona;Cagliari;sam. 23/12 18:00;42,55319149;0,36148;0,36176;0,3563
Daniliuc Flavius;DL;9;-1;;;;;9;9;;;;;9;9;4,55;4,67;4,65;482,6;10;6;27;0,76;0,52;0,72;0;0;0;0,6;0,67;0,74;549;323;1901;54,9;53,83;70,41;;;;1000;4;4;5;5;5;5;0;0;3;4;5,5;5;0;0;0;0;4,5;0;4;6;4,5;3;4,5;0;5;5,5;4,5;4;5;5,5;5,5;4,5;0;0;0;4,5;0;4,5;1;;;;;;2;0;1;0,8334;378;7;9;43,48;13;;;24;16;1;1;9;10;57;5;5;3;;-6;;-16;;6;85,43;-139,15;-14,94;5;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Shomurodov Eldor;A;6;1;;6;4,76;4,76;6;6;6;6;;;8;8;4,55;0;4,44;390,09;11;0;26;0,65;0;0,65;0;0;1;0,18;0;0,42;311;0;1116;28,27;0;42,92;;1116;6;1000;0;5,5;0;0;4,5;0;0;5,5;5;4;4,5;4;5;3,5;4;4,5;4;0;3,5;0;4;5,5;4;0;4,5;4,5;6;4,5;4,5;4,5;4;4;4,5;3,5;0;0;0;0;;;;;2;3;4;0;1;0,7622;144;1;1;35,42;4;;;2;9;3;2;;7;51;7;7;4;;-6;;-13;;16;33,83;-23,85;-1,05;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Sambia Junior;MD;1;-3;;;;;5;5;8;8;;;5;5;4,5;0;4,92;223;2;0;19;0,71;0;0,77;0;0;0;0;0;0,37;56;0;694;28;0;36,53;;;;1000;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;5;5;6;0;0;4;5;4,5;0;0;0;5;5;4,5;5;6;5;5;5;6,5;5;5;0;;;;;;;2;2;;0,7889;54;;1;33,33;3;;;;1;3;2;2;1;12;1;1;1;;-1;;-1;;2;49,75;-77,5;-11,3;3,75;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Bradaric Domagoj;DL;8;-1;;;4,76;;9;9;10;10;10;10;9;9;4,5;4,5;4,73;423,81;16;16;37;0,63;0,63;0,76;0;0;0;0,75;0,75;0,86;1154;1154;2907;72,13;72,13;78,57;;;;1000;5;4;4,5;5;5,5;4,5;4,5;4;4,5;3;5;5;3,5;4,5;5;4,5;0;5;4,5;5,5;0;5;5;6;5;6;4,5;5;6;5;6;4,5;5;5;5;3,5;3;5;1;;;;1;;8;4;2;0,7752;786;16;13;54,88;8;;;43;17;20;19;20;23;178;12;12;7;;-9;1;-22;;17;95,88;-163,69;-19,76;4,75;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Agoumé Lucien;MD;1;0;;1;9,52;9,52;1;1;1;1;1;1;3;3;4,5;0;4,92;514;1;0;13;0;0;0,81;0;0;0;0;0;0,92;4;0;995;4;0;76,54;;;;1000;0;0;0;0;0;0;0;0;0;4,5;0;0;0;0;0;0;0;0;0;0;4,5;5,5;6;5,5;4;6;5;0;0;4,5;4,5;4,5;6;3,5;0;0;0;0;;;;;;;0;0;;1;6;;;50;;;;;;;;;;1;;;;;1;;4;;;5;-11;-2,4;0;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Kean Moise;A;8;-1;;10;61,9;4,76;10;10;18;22;10;10;8;8;4,5;0;4,43;464;12;0;27;0,6;0;0,77;0;0;2;0,5;0;0,41;471;0;974;39,25;0;36,07;;487;5,5;1000;0;4,5;4,5;4;4;5;4;4,5;6;4;0;4;4,5;5;0;0;4,5;4,5;4;4,5;0;0;0;0;0;0;5,5;0;0;2;4,5;6;4;4,5;3,5;4,5;4,5;4;4,5;;;;;1;13;6;2;0,6762;171;1;4;42,67;11;;;5;8;1;1;4;3;67;4;4;11;;8;;10;4;22;41,69;-34,57;-1,71;0;Juventus;Frosinone;sam. 23/12 12:30;61,72839506;0,70175;0,69746;0,69717
Bereszynski Bartosz;DL;8;1;;;;;8;8;;;8;8;8;8;4,5;0;4,67;498,63;8;0;12;0,8;0;0,72;0;0;0;1;0;0,92;575;0;830;71,88;0;69,17;;;;1000;0;5;5;4;5,5;4,5;0;0;0;0;5;0;3;4;0;0;5;5;0;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;1;1;3;0,7757;412;6;10;64,41;6;;;15;14;9;8;14;14;73;4;4;2;;-2;;-9;;6;106,81;-178,19;-21,41;0;Empoli;Lazio;ven. 22/12 18:30;24,69135802;0,38651;0,36749;0,35526
Fazio Federico;DC;6;0;;6;19,05;9,52;6;6;6;6;6;6;6;6;4,5;0;4,31;384,88;8;0;13;1,89;0;1,77;0;0;0;0,63;0;0,62;563;0;828;70,38;0;63,69;;;;1000;0;0;4,5;5,5;5,5;5;0;6;0;0;0;0;5;0;0;4,5;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;1;5;1;;;;;;1;1;1;0,6637;280;5;5;80;2;;;20;13;;;25;8;54;1;1;;;-3;;-8;1;3;92,86;-92,44;-8,51;4;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Maldini Daniel;MO;7;1;;7;4,76;4,76;7;7;8;8;7;7;7;7;4,5;0;4,76;458;4;0;17;0,41;0;0,62;0;0;1;0,25;0;0,24;110;0;570;27,5;0;33,53;;570;6;1000;0;0;5;4;4,5;0;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;4;6;5,5;6;4,5;4,5;4,5;0;5;4,5;4;0;0;;;;;;;3;0;;0,8143;73;2;;41,67;4;;;4;;;;1;2;20;;;2;;-1;;-3;;4;23,53;-23,15;-1,05;0;Empoli;Lazio;ven. 22/12 18:30;24,69135802;0,38651;0,36749;0,35526
Radunovic Boris;G;7;0;;;;;10;10;10;10;16;16;10;10;4,5;0;4,5;341,43;7;0;7;1,35;0;1,35;0;0;0;1;0;1;630;0;630;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;3,5;2,5;5,5;6;4;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;0;0;;;;;;;;11;5;;;;;;12;;;;;9;-5;2;-10;;;94,36;-127,14;-33,96;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Zarraga Oier;MO;4;1;;;;;8;8;7;7;7;7;8;8;4,5;4,75;4,93;219,75;4;2;21;0,71;0,35;0,51;0;0;0;0,25;0;0,29;58;5;680;14,5;2,5;32,38;;;;1000;5;4,5;0;0;0;0;0;0;0;0;0;0;0;0;5;3,5;5;5;5,5;5;0;0;5,5;0;4,5;0;0;5;5;4,5;5;0;4,5;5,5;0;5;5;5;;;;;;;1;0;;0,9667;35;;;50;;;;2;;;;1;2;5;1;1;;;-2;1;-7;;3;16,75;-48;-1,85;0;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
van Hooijdonk Sydney;A;7;0;;8;4,76;4,76;8;8;10;10;8;8;8;8;4,5;0;4,5;390,29;7;0;7;0,41;0;0,41;0;0;0;0,14;0;0,14;113;0;113;16,14;0;16,14;;;;1000;0;4;4,5;0;4;0;0;0;5;4,5;5;0;0;0;0;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;4;1;1;0,719;47;1;;42,86;5;;;2;1;1;1;3;;9;1;1;2;;;;1;1;2;14,7;-13,27;-0,44;0;Bologna;Atalanta;sam. 23/12 15:00;37,31343284;0,55454;0,58755;0,5726
Tchaouna Loum;A;8;-1;;9;9,52;4,76;9;9;;;9;9;8;8;4,5;4,5;5,08;460,27;11;3;31;0,5;0,5;0,93;0;0;1;0,27;0,33;0,65;371;132;1726;33,73;44;55,68;;1726;7;1000;4,5;5;4;0;5,5;4;4,5;5;0;4,5;4,5;0;4;4;0;0;5;5,5;7;6,5;5,5;7;4,5;5;7;4,5;5,5;5;7;5;5;0;0;5;4;4,5;5;4,5;;;;;1;2;3;0;5;0,5731;229;2;1;29,41;3;;;6;6;18;16;3;10;78;5;5;9;;-9;;-20;;9;45,26;-45,89;-2,65;0;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Pafundi Simone;MO;1;-2;;3;4,76;4,76;3;3;3;3;1;1;3;4;4,5;0;4,72;428;1;0;9;0;0;0,26;0;0;0;0;0;0;7;0;83;7;0;9,22;;;;1000;0;0;0;0;0;0;0;0;0;0;0;4,5;0;0;0;0;0;0;0;4,5;4,5;0;0;5;4,5;5;5;0;0;0;0;0;4,5;5;0;0;0;0;;;;;;;0;0;;1;9;;;50;1;;;;;1;1;;1;;;;;;-1;;-2;;;12;-26;-1,4;5;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
