Joueur;Poste;Cote;Var cote;Cote prédite;Enchère moy;% achat;% achat tour 1;Q2 Toutes tailles;Q3 Toutes tailles;Q2 à 6 joueurs;Q3 à 6 joueurs;Q2 à 8 joueurs;Q3 à 8 joueurs;Q2 à 10 joueurs;Q3 à 10 joueurs;Note;Note série;Note 1 an;Note M11;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;j19;j18;j17;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Tirs;Tirs cadrés;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;Poss Def;Poss Mil;Centres;Centres ratés;Dégagements;But concédé;Ballon perdu;Passe>Tir;Passe perfo;Dépossédé;Plonge&stop;Nb matchs gagnés;Erreur>But;Diff de buts;Grosse occas manquée;Balle non rattrapée;Bonus moy;Malus moy;Index MPGStats;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Masina Adam;DL;3;2;;3;9,52;9,52;3;3;10;11;3;3;3;3;5;5;4,77;501;1;1;11;0;0;0,96;0;0;1;0;0;0,36;13;13;493;13;13;44,82;;493;7;1000;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3,5;0;7;0;5;5;5;0;5;0;0;5;4,5;3,5;0;0;0;0;0;0;;;;;;;1;1;;;10;;;50;1;;;1;;;;4;;2;;;1;;;;;;;75;-75;-3,2;0;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Kamara Hassane;DL;9;-1;;15;14,29;4,76;15;15;9;10;9;9;15;15;5;6;5;433,73;15;1;15;0,53;0;0,53;0;0;0;0,67;1;0,67;761;71;761;50,73;71;50,73;;;;1000;6;0;5;5;5;5;5;5;4,5;5;5;4;6;5,5;4,5;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;;;;;2;9;6;3;0,7275;441;11;11;49,25;9;;;30;15;26;18;19;11;106;7;7;5;;-3;;-9;1;18;93,83;-97,87;-9,75;0;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Cambiaghi Nicolò;MO;12;2;;;9,52;;12;12;12;12;12;12;12;12;5;5;5,32;453,4;15;15;34;0,82;0,82;1,07;0;0;5;0,73;0,73;0,65;953;953;1987;63,53;63,53;58,44;;397;6;1000;5;6,5;5,5;6;5;6;4;6;4,5;4,5;4,5;5;4;4;4,5;0;6;6;7;5;7;7;7;4;5;4;4,5;0;0;0;0;6;8;5;4,5;5;4,5;6;3;;;;1;1;27;17;18;0,8015;470;6;13;43,08;25;;;11;22;50;41;3;18;114;8;8;15;;-6;;-17;3;32;101,98;-68,71;-0,99;6;Empoli;Lazio;ven. 22/12 18:30;24,69135802;0,38651;0,36749;0,35526
Venuti Lorenzo;DL;5;0;;;;;5;5;5;5;5;5;5;5;5;0;5,07;493,67;3;0;14;0;0;0,43;0;0;0;0,33;0;0,5;67;0;639;22,33;0;45,64;;;;1000;0;0;0;5;5;0;0;0;0;0;5;0;0;0;0;0;5;5;5;6;4,5;0;5;0;0;0;0;0;5;0;0;5;0;0;0;5;4,5;6;;;;;;;0;0;;0,6074;65;2;1;66,67;;;;2;1;;;4;1;10;;;;;-1;;-1;;;34;-23,17;-2,93;0;Lecce;Inter;sam. 23/12 18:00;7,843137255;0,35205;0,36591;0,38957
Bonifazi Kevin;DC;1;-2;;3;4,76;4,76;3;3;3;3;1;1;1;1;5;0;4,86;548;1;0;7;0;0;0,8;0;0;0;1;0;0,86;90;0;576;90;0;82,29;;;;1000;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5;4,5;6;5,5;4,5;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;1;0,8675;97;;;66,67;1;;;5;3;;;7;1;13;;;;;;;;;1;133,5;-114;-6;0;Bologna;Atalanta;sam. 23/12 15:00;37,31343284;0,55454;0,58755;0,5726
Calabria Davide;DL;13;-1;;16;76,19;23,81;15;17;15;16;14;16;18;20;5;0;4,97;437,38;13;0;31;0,65;0;0,82;0;0;1;0,92;0;0,84;996;0;2168;76,62;0;69,94;;2168;5;1000;0;3,5;5;5,5;5;5;5,5;5;5;5;0;0;4;6;5;5,5;5;6,5;6;4,5;4,5;5;5,5;0;5;5,5;6,5;4,5;0;0;0;0;5;4,5;3;3;5;5;4;;;;2;;10;6;3;0,8448;836;18;13;56,96;9;;;18;26;18;11;23;11;112;7;7;1;;3;;5;;9;142,58;-134,27;-14,06;5;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Dawidowicz Pawel;DC;8;-1;;12;14,29;4,76;12;12;10;11;12;12;9;9;5;4,5;4,96;421,91;11;1;27;0,67;0;0,68;0;0;0;0,91;0;0,89;822;27;1982;74,73;27;73,41;;;;1000;4,5;0;0;0;0;5;6;4;0;5,5;4,5;5;4,5;4,5;5,5;6;4;0;0;4,5;5,5;0;5;6;5,5;0;5;4;4,5;0;3,5;5;5,5;0;0;5;5;6;1,5;;;;;;3;1;2;0,8152;570;10;13;62,34;14;;;41;28;2;1;48;10;87;1;1;2;;-5;;-8;;6;131,93;-122,55;-7,39;0;Verona;Cagliari;sam. 23/12 18:00;42,55319149;0,36148;0,36176;0,3563
Izzo Armando;DC;6;-1;;7;4,76;4,76;7;7;13;13;7;7;9;9;5;5;5,2;400,33;6;1;28;0,89;0;0,95;0;0;1;0,83;0;0,96;420;10;2291;70;10;81,82;;2291;7;1000;5;0;0;0;0;0;0;0;0;0;4,5;5,5;6;3,5;5,5;0;3;5,5;5,5;6;5,5;4;7;4,5;6;5,5;0;5;4,5;7;3,5;5;6;5;6;5,5;5,5;5;3,5;;;;;1;0;0;2;0,9186;385;5;7;47,5;11;;;19;15;2;2;7;3;34;1;1;;;-1;;-4;;4;125,42;-122,83;-9,37;4,75;Monza;Fiorentina;ven. 22/12 20:45;36,36363636;0,46642;0,45825;0,45092
Palomino José;DC;1;-2;;3;4,76;4,76;3;3;3;3;5;5;6;6;5;0;5,06;516,5;2;0;16;0;0;0,51;0;0;0;0;0;0,44;2;0;666;1;0;41,63;;;;1000;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;5;4,5;5;5;4;6;5;0;0;5;5,5;5,5;0;0;5;4,5;6;;;;;;;0;0;;0,625;14;;;100;;;;2;;;;;;3;;;;;2;;4;;;21;-9;0,55;5;Atalanta;Bologna;sam. 23/12 15:00;36,900369;0,56421;0,5749;0,59342
Papu Gómez;MO;1;-2;;3;4,76;4,76;3;3;3;3;7;7;7;7;5;0;5,44;504,5;2;0;9;0,71;0;1,01;0;0;1;0;0;0,56;39;0;456;19,5;0;50,67;;456;8;1000;0;0;0;0;0;0;0;0;5,5;4,5;0;0;0;0;0;0;5;5,5;0;5,5;8;0;5;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;;;;;;;0;0;3;0,8375;21;1;;;;;;1;1;2;2;;;7;1;1;;;2;;4;;;43;-29,25;-3;0;Monza;Fiorentina;ven. 22/12 20:45;36,36363636;0,46642;0,45825;0,45092
Ebosse Enzo;DL;1;0;;1;4,76;4,76;1;1;1;1;1;1;1;1;5;0;5,06;505;1;0;8;0;0;0,42;0;0;0;0;0;0,25;7;0;165;7;0;20,63;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;4,5;5;0;5;5;;;;;;;0;0;;0,8;17;1;1;50;;;;2;1;;;;;3;;;;;;;;;;36,5;-32;-2,2;4,5;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Bronn Dylan;DC;3;2;;3;4,76;4,76;3;3;3;3;3;3;3;3;5;0;4,65;531;1;0;10;0;0;0,71;0;0;0;0;0;0,8;3;0;708;3;0;70,8;;;;1000;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;4;0;0;4,5;0;5;0;0;0;0;0;3;5;4,5;5;0;0;5,5;;;;;;;0;0;;0,5;5;;;100;;;;;;;;2;;1;;;;;1;;1;;;25;-4;2,5;0;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Kalulu Pierre;DL;7;0;;8;4,76;4,76;8;8;8;12;12;12;8;8;5;0;4,91;386,25;4;0;23;0;0;1,09;0;0;1;0,25;0;0,74;108;0;1614;27;0;70,17;;1614;6;1000;0;0;0;0;0;0;5;5;0;0;0;0;0;5;0;5;0;5;0;4;5;5;5;5;5;0;0;3,5;6;4,5;7;6,5;6,5;4;3;2,5;4;6;;;;;;;0;0;;0,8299;78;1;;69,23;1;;;6;;2;2;6;2;10;;;;;1;;2;;1;49;-53,75;-2,97;5,75;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Soppy Brandon;DL;3;2;;3;14,29;14,29;3;3;3;3;3;3;3;3;5;5;4,94;485;4;1;9;0;0;0,17;0;0;0;0,25;0;0,22;118;5;238;29,5;5;26,44;;;;1000;5;0;0;0;0;0;0;0;0;5;5;0;5;0;0;0;0;0;0;5;5;5;0;5;0;0;0;0;0;0;0;4,5;0;0;0;0;0;0;0,5;;;;;;0;0;1;0,621;83;;2;53,33;4;;;8;5;2;1;1;;20;1;1;1;;1;;2;;2;58,88;-50,12;-4,95;0;Torino;Udinese;sam. 23/12 15:00;57,14285714;0,5094;0,51369;0,50751
Maggiore Giulio;MD;7;-1;;;;;8;8;8;8;7;7;7;7;5;4,9;4,92;432,08;12;5;18;0,64;0,65;0,55;0;0;0;0,58;0,4;0,5;683;227;923;56,92;45,4;51,28;;;;1000;4;5;4,5;5,5;5,5;0;4,5;6,5;5;5;5;4,5;0;0;0;5;4,5;0;0;0;4,5;5;0;0;0;0;5;0;0;5;4,5;0;0;0;0;0;0;0;;;;;;;7;3;5;0,7295;408;10;10;54,74;19;;;26;27;2;2;14;11;98;4;4;2;;-6;;-15;;11;112,21;-95,46;-9,18;0;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Bastoni Simone;DL;7;-1;;;;;7;7;;;12;12;7;7;5;0;5,04;496,5;6;0;14;0,55;0;0,6;0;0;0;0,33;0;0,5;248;0;635;41,33;0;45,36;;;;1000;0;6;0;0;0;4,5;5;5;0;5;0;0;4,5;0;0;0;0;4,5;0;0;0;5,5;4,5;6;0;4;5;0;0;0;0;0;0;0;0;0;0;5,5;1;;;;;;1;0;3;0,5877;206;7;7;59,38;6;;;12;8;10;7;9;8;44;6;6;1;;-3;;-12;;4;106,92;-100,42;-9,18;0;Empoli;Lazio;ven. 22/12 18:30;24,69135802;0,38651;0,36749;0,35526
Vojvoda Mërgim;DL;9;-1;;;;;9;9;9;9;12;12;9;9;5;5,06;5;415,33;12;9;32;0,43;0,3;0,65;0;0;0;0,67;0,56;0,69;711;441;1979;59,25;49;61,84;;;;1000;5;5;5,5;4,5;5;5;5;5;5,5;0;0;0;0;5,5;4;5;4,5;6;0;6;5,5;7;4,5;0;4,5;0;5;4,5;5;5;5;4,5;4,5;5;5;6;4;4,5;5;;;;;1;6;3;4;0,7851;557;7;3;38,24;7;;;11;18;22;20;7;4;105;5;5;4;;1;;-3;;3;91,21;-89,87;-10,73;5;Torino;Udinese;sam. 23/12 15:00;57,14285714;0,5094;0,51369;0,50751
Akpa Akpro Jean-Daniel;DL;7;-1;;;;;9;9;8;8;10;10;9;9;5;5;5,39;478;5;2;23;0;0;0,66;0;0;1;0;0;0,65;58;44;1219;11,6;22;53;;1219;7;1000;5;5;0;0;0;5;0;0;5;0;0;5;0;0;0;0;4,5;5,5;6,5;5;5;7;5;0;0;0;5;5,5;6,5;5;0;6;6;5;5,5;6;5,5;0;;;;;;;1;1;;0,8918;43;1;1;71,43;1;;;4;2;;;1;2;4;;;;;2;;3;;1;25,9;-12;-0,18;0;Monza;Fiorentina;ven. 22/12 20:45;36,36363636;0,46642;0,45825;0,45092
Zalewski Nicola;MO;12;2;;;;;12;12;12;12;12;14;12;12;5;0;4,98;377,33;9;0;31;0,43;0;0,64;0;0;2;0,44;0;0,74;367;0;1978;40,78;0;63,81;;989;5;1000;0;4;0;5;0;5,5;5;5;0;0;0;5;0;5,5;5;5;6,5;5;4;5;4,5;5;0;5;4,5;5;6;4,5;5;4,5;4;5;5;5;5;6;6,5;4;1,5;;;;1;2;4;3;9;0,7248;254;2;9;53,97;8;;;11;9;17;12;4;4;52;7;7;4;;;;1;;5;109,89;-112,72;-8,3;5;Roma;Napoli;sam. 23/12 20:45;34,36426117;0,55312;0,57623;0,55032
Urbanski Kacper;MO;6;5;;6;14,29;9,52;6;6;6;6;6;6;6;6;5;5;5;423;6;4;6;0;0;0;0;0;0;0;0;0;67;41;67;11,17;10,25;11,17;;;;1000;5;5;5;5;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;2;2;1;0,8947;47;;2;60;;;;2;3;;;1;;11;;;;;3;;4;;2;26;-11,17;-0,7;0;Bologna;Atalanta;sam. 23/12 15:00;37,31343284;0,55454;0,58755;0,5726
Asllani Kristjan;MD;9;1;;;;;9;9;;;;;9;9;5;5,25;5;494,44;9;2;22;0,25;0,35;0,27;0;0;0;0;0;0,14;110;20;502;12,22;10;22,82;;;;1000;5;5,5;0;5;0;5;5;0;4,5;5;0;0;5;5;0;0;0;4,5;5;4,5;0;5;0;5;5;5,5;5;0;0;0;0;0;0;5;5;5,5;5;5;;;;;;;3;0;;0,8356;144;4;;40;1;;;4;9;3;3;2;;16;;;1;;7;;20;;;34,78;-20,5;-1,76;0;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Vásquez Johan;DC;12;-1;;13;28,57;4,76;13;13;13;14;13;13;12;12;5;5;4,94;451,5;16;16;34;0,55;0,55;1,03;0;0;1;0,75;0,75;0,82;1095;1095;2549;68,44;68,44;74,97;;2549;7,5;1000;5;4;5;5;5;4,5;5,5;4,5;5;4,5;5,5;5;5;5;6,5;5;7;5;3;4,5;7,5;5,5;5,5;4;6,5;0;4,5;5,5;3,5;3;6;0;4;3,5;4;5,5;0;0;3;;;;;;9;3;3;0,6862;717;20;15;59,65;13;;;33;15;15;13;39;13;140;6;6;7;;-4;;-5;;10;120,16;-127,41;-11,88;0;Genoa;Sassuolo;ven. 22/12 18:30;31,25;0,35721;0,363;0,36619
Guessand Axel;DC;1;0;;1;4,76;4,76;1;1;1;1;1;1;1;1;5;0;4,5;501;1;0;2;0;0;0,71;0;0;0;0;0;0,5;45;0;125;45;0;62,5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;0;;0,7778;34;;1;75;;;;2;1;;;;;9;;;;;;;;;3;58;-54;-6;0;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Haps Ridgeciano;DL;10;1;;;;;10;10;;;;;10;10;5;5,25;5;490,89;9;6;9;0,75;0,61;0,75;0;0;0;0,67;0,5;0,67;552;295;552;61,33;49,17;61,33;;;;1000;5;5;5;5;6,5;5;0;4;5,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;;;;1;2;3;1;2;0,6564;221;5;4;57,89;2;;;15;9;10;8;4;6;57;2;2;5;;-4;1;-5;;12;84,83;-95,89;-8,13;0;Genoa;Sassuolo;ven. 22/12 18:30;31,25;0,35721;0,363;0,36619
Galdames Pablo;MD;6;1;;;;;6;6;;;6;6;6;6;5;0;5,07;439;2;0;15;0;0;0,59;0;0;1;0;0;0,67;9;0;748;4,5;0;49,87;;748;5,5;1000;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;5;5,5;4,5;4,5;6;6,5;5,5;0;5;0;4,5;5;5;0;4,5;0;0;4,5;0;0;0;0;;;;;;;1;1;;0,8083;26;;;33,33;1;;;;2;;;;2;3;;;;;-2;;-3;;1;37,25;-26,25;-3,1;0;Genoa;Sassuolo;ven. 22/12 18:30;31,25;0,35721;0,363;0,36619
Zima David;DC;3;-1;;4;4,76;4,76;4;4;4;4;3;3;3;3;5;0;5,14;406,4;5;0;7;0,35;0;0,48;0;0;0;0;0;0,14;87;0;169;17,4;0;24,14;;;;1000;0;5;0;0;4,5;5,5;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;5;;;;;;;0;0;;0,6995;61;3;1;40;;;;4;2;;;7;;9;;;1;;2;;2;;1;29,8;-23,2;-1,08;0;Torino;Udinese;sam. 23/12 15:00;57,14285714;0,5094;0,51369;0,50751
Volpato Cristian;MO;5;1;;5;4,76;4,76;5;5;5;5;5;5;5;5;5;4,75;4,89;396,33;6;2;9;0,45;0,35;0,42;0;0;0;0;0;0;102;43;137;17;21,5;15,22;;;;1000;5;4,5;0;0;5,5;5;5,5;0;0;0;0;0;0;0;0;4,5;0;0;0;0;0;4,5;0;0;0;0;0;0;5;0;0;0;0;0;4,5;0;0;0;;;;;;1;2;2;1;0,7042;104;1;2;33,33;2;;;7;2;6;5;1;4;24;7;7;4;;-3;;-4;;2;56,67;-39,58;-3,45;0;Sassuolo;Genoa;ven. 22/12 18:30;45,66210046;0,39764;0,40332;0,40058
Ehizibue Kingsley;DL;4;3;;;9,52;;4;4;4;4;4;4;4;4;5;5;4,92;493,33;3;3;19;0;0;0,93;0;0;2;0;0;0,74;26;26;1221;8,67;8,67;64,26;;611;6,5;1000;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;6;6;4;4,5;3,5;7;5;0;3,5;4;4,5;5;5;6,5;0;4,5;;;;;;;1;1;;0,5556;19;2;1;100;;;;4;1;;;1;1;4;;;;;-1;;-4;;;34,5;-11,67;-0,03;5;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Pisilli Niccolò;MD;3;2;;3;4,76;4,76;3;3;3;3;;;3;3;5;5;5;427;1;1;2;0;0;0;0;0;0;0;0;0;9;9;10;9;9;5;;;;1000;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;0,8333;7;;;;;;;;1;;;;;2;;;;;-1;;-2;;1;9;-13;-2,7;0;Roma;Napoli;sam. 23/12 20:45;34,36426117;0,55312;0,57623;0,55032
Lulic Karlo;MD;3;2;;3;9,52;4,76;3;3;3;3;;;3;3;5;0;5;442;1;0;1;0;0;0;0;0;0;0;0;0;18;0;18;18;0;18;;;;1000;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;0,6667;14;1;;;;;;1;1;;;;;4;;;;;;;;;;34,5;-27;-5,5;0;Frosinone;Juventus;sam. 23/12 12:30;18,69158879;0,35356;0,34762;0,3572
Vogliacco Alessandro;DC;7;3;;7;19,05;9,52;7;7;7;7;7;7;7;7;5;5;5;501;5;1;5;0,61;0;0,61;0;0;0;0,4;0;0,4;186;6;186;37,2;6;37,2;;;;1000;5;0;6;4,5;0;0;5;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;1;0;;0,5911;107;7;3;76,47;2;;;7;5;2;;7;3;29;2;2;;;-1;;-2;;2;72,4;-58,4;-4,44;0;Genoa;Sassuolo;ven. 22/12 18:30;31,25;0,35721;0,363;0,36619
Matturro Alan;DC;5;-2;;;;;5;5;9;9;;;5;5;5;0;5;510,33;3;0;3;1;0;1;0;0;0;0,33;0;0,33;83;0;83;27,67;0;27,67;;;;1000;0;0;0;0;5;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;0,5333;37;2;1;80;;;;4;2;;;3;2;11;;;;;2;;4;;2;53,5;-56,5;-4,2;0;Genoa;Sassuolo;ven. 22/12 18:30;31,25;0,35721;0,363;0,36619
Huijsen Dean;DC;1;-2;;3;4,76;4,76;3;3;3;3;1;1;1;1;5;0;5;519;1;0;1;0;0;0;0;0;0;0;0;0;12;0;12;12;0;12;;;;1000;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;1;20;;;;;;;1;;;;1;;1;;;;;1;;1;;;12,5;-4;0,8;0;Juventus;Frosinone;sam. 23/12 12:30;61,72839506;0,70175;0,69746;0,69717
Touba Ahmed;DC;1;-4;;5;4,76;4,76;5;5;5;5;5;5;4;4;5;0;5;517,33;3;0;3;0,5;0;0,5;0;0;0;0,33;0;0,33;112;0;112;37,33;0;37,33;;;;1000;0;0;0;0;0;4,5;0;0;0;0;0;5,5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;1;0;;0,6728;89;2;2;46,15;4;;;4;4;;;10;2;10;;;;;;;;;;89,97;-81,17;-7,67;0;Lecce;Inter;sam. 23/12 18:00;7,843137255;0,35205;0,36591;0,38957
Klaassen Davy;MD;8;1;;;;;9;9;;;10;10;9;9;5;5;5;510,75;4;1;4;0;0;0;0;0;0;0,25;0;0,25;68;1;68;17;1;17;;;;1000;5;0;0;0;0;0;0;5;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;1;;0,8036;36;;1;100;;;;2;2;;;;;9;1;1;;;2;;8;;2;24,13;-13,5;-2,4;0;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Maleh Youssef;MO;9;-1;;11;14,29;4,76;11;11;10;10;11;11;9;9;4,96;5,1;5,02;478,08;13;5;30;1,09;0,65;0,77;0;0;0;1;1;0,67;1088;384;1761;83,69;76,8;58,7;;;;1000;5,5;5;4,5;4,5;6;0;4;6;5;5;7;5,5;3,5;3;0;0;5,5;5;0;0;0;5;5;5;5;5,5;0;5;4,5;5;5;5,5;0;0;4;5;5;6;4,5;;;;;1;7;3;2;0,7573;556;10;25;45,83;26;;;39;31;19;16;4;19;116;11;11;7;;-4;;-14;1;15;156,42;-134,65;-6,07;0;Empoli;Lazio;ven. 22/12 18:30;24,69135802;0,38651;0,36749;0,35526
Posch Stefan;DC;11;-1;;17;47,62;23,81;15;16;13;14;15;16;12;12;4,96;5,14;5,15;422;12;7;34;0,4;0,38;0,95;0;0;5;0,83;0,86;0,94;874;571;2709;72,83;81,57;79,68;;542;6;1000;5,5;4,5;5,5;5,5;5;5;5;0;0;0;0;5;4,5;5;4,5;4,5;5;4;7;0;4,5;3,5;4,5;4,5;6;6;8;4,5;4;5;5;5,5;5,5;6,5;6,5;5,5;6;3,5;4;;;;;;6;3;2;0,8427;807;7;17;50;15;;;24;12;16;14;23;6;121;5;5;7;;3;;4;;11;120,58;-136,33;-12,35;4,75;Bologna;Atalanta;sam. 23/12 15:00;37,31343284;0,55454;0,58755;0,5726
Ranieri Luca;DL;6;-1;;7;4,76;4,76;7;7;6;6;7;7;6;6;4,95;5,17;5,03;443,2;10;3;18;0,83;0,58;0,67;0;0;0;0,7;1;0,61;665;243;1080;66,5;81;60;;;;1000;5,5;4,5;5,5;0;5;4,5;5;0;5;0;0;6;0;3;0;5,5;6;0;5;0;0;5;5,5;0;0;0;5;0;0;5;0;0;5;0;4,5;0;0;0;3;;;;;;1;0;;0,7793;478;11;2;34,78;13;;;22;15;5;4;15;6;77;1;1;1;;3;;6;;3;93,95;-107,9;-13,09;0;Fiorentina;Monza;ven. 22/12 20:45;39,5256917;0,57988;0,55619;0,58292
Faraoni Marco;MO;5;-4;;;;;10;10;10;10;8;9;10;10;4,95;0;4,9;459,55;11;0;26;0,57;0;0,77;0;0;2;0,64;0;0,73;604;0;1618;54,91;0;62,23;;809;5;1000;0;0;0;0;4,5;4;6;4,5;5;5,5;5;4,5;5;5,5;5;0;5;5;4,5;5;5;3;0;7;5;4,5;4,5;5;5;6;3,5;0;5;0;0;0;0;0;1;;;;1;;7;1;2;0,7355;402;6;10;56,67;11;;;14;21;18;15;18;10;82;8;8;2;;-7;;-10;1;14;114,18;-128,77;-10,35;0;Verona;Cagliari;sam. 23/12 18:00;42,55319149;0,36148;0,36176;0,3563
Saelemaekers Alexis;MD;12;3;;12;28,57;14,29;12;12;12;12;12;12;12;12;4,95;5,33;5,21;486,18;11;9;34;1,21;0,9;0,99;0;0;2;0,73;0,89;0,56;704;652;1856;64;72,44;54,59;;928;7;1000;6;6,5;5;6;4;6;5;5,5;4;0;2,5;4;0;0;0;0;6;5,5;5,5;4,5;6;6,5;7;5;5,5;6;7;4;5;5;4,5;5,5;6;5;3,5;5;4,5;5;4;;;;;;6;3;2;0,7974;482;3;8;50;10;;;15;20;14;11;3;3;126;10;10;9;;4;;6;2;22;113,05;-87,37;-4,32;0;Bologna;Atalanta;sam. 23/12 15:00;37,31343284;0,55454;0,58755;0,5726
Gendrey Valentin;DL;10;0;;12;28,57;4,76;12;12;12;13;12;12;12;12;4,94;4,94;4,92;447,5;16;16;38;0,81;0,81;0,74;0;0;0;0,94;0,94;0,97;1352;1352;3272;84,5;84,5;86,11;;;;1000;6;5;4,5;5;4,5;4;4;4;5,5;4;5;5,5;5;7;5;5;4,5;5,5;5;5;5;0;7;4,5;5;4;5;5;3,5;4;4,5;5;5;6;5;5;4,5;5;4;;;;2;1;5;3;5;0,7823;847;19;14;59,65;9;;;32;18;25;23;35;16;160;9;9;11;;;;-2;;15;126,28;-140,72;-15,11;4;Lecce;Inter;sam. 23/12 18:00;7,843137255;0,35205;0,36591;0,38957
Mário Rui;DL;7;-1;;;4,76;;7;7;7;7;9;9;7;7;4,94;5,5;5,11;459,44;9;1;19;0,3;0;0,72;0;0;0;0,44;0;0,74;379;31;1164;42,11;31;61,26;;;;1000;5,5;0;0;0;5;0;4,5;5;0;0;5;5;4,5;5;0;5;6;0;0;0;0;0;0;0;0;5;3;0;0;0;5;0;5,5;5,5;5;6;5;6,5;;;;;1;1;3;1;3;0,7901;355;6;5;52,63;9;;;13;6;15;14;10;8;54;8;8;1;;2;;6;1;3;91,5;-103,5;-12,24;5;Napoli;Roma;sam. 23/12 20:45;40,16064257;0,70781;0,6883;0,69322
